文物采样点,二氧化硅(SiO2)_norm,氧化钾(K2O)_norm,氧化钙(CaO)_norm,氧化镁(MgO)_norm,氧化铝(Al2O3)_norm,氧化铁(Fe2O3)_norm,氧化铜(CuO)_norm,氧化铅(PbO)_norm,氧化钡(BaO)_norm,五氧化二磷(P2O5)_norm,氧化锶(SrO)_norm,_valid,文物编号_clean,文物编号,纹饰,类型,颜色,表面风化
01,71.31248714256326,10.275663443735857,6.500720016457519,0.8948775972022217,4.0423781114996915,1.7897551944044434,3.980662415140918,0.0,0.0,1.2034560789960913,0.0,True,01,01,C,高钾,蓝绿,无风化
02,36.31995194714186,1.0511562718990892,2.34257683451797,1.1812994293723096,5.73630994093503,1.8620482530783866,0.2602863149464411,47.48223045349885,0.0,3.5739313244569026,0.1902092301531685,True,02,02,A,铅钡,浅蓝,风化
03部位1,87.05,5.19,2.01,0.0,4.06,0.0,0.78,0.25,0.0,0.66,0.0,True,03,03,A,高钾,蓝绿,无风化
03部位2,62.40898058252428,12.510113268608414,5.936488673139159,1.1225728155339807,5.562297734627832,2.1844660194174756,5.147653721682848,1.4259708737864079,2.8923948220064726,0.7079288025889968,0.10113268608414241,True,03,03,A,高钾,蓝绿,无风化
04,68.84012539184951,10.104493207941482,7.439916405433646,1.630094043887147,6.729362591431556,2.1525600835945657,2.277951933124347,0.0,0.0,0.8254963427377219,0.0,True,04,04,A,高钾,蓝绿,无风化
05,64.11911703456893,11.40149937526031,7.653061224489796,1.842982090795502,7.809246147438569,2.7280299875052068,3.4048313202832157,0.0,0.0,0.9787588504789672,0.062473969179508544,True,05,05,A,高钾,蓝绿,无风化
06部位1,68.3885968459361,7.450465022240192,0.0,2.0016174686615438,11.271734735139503,2.416093813182369,2.5374039627982197,0.20218358269308528,1.3950667205822882,4.225636878285481,0.1112009704811969,True,06,06,A,高钾,蓝绿,无风化
06部位2,60.51193848644273,7.7701335491703745,5.473492513152569,1.750303520841764,10.16794819910967,6.110886280857951,2.205584783488466,0.3541076487252124,0.9813840550384457,4.552812626467016,0.1214083367057871,True,06,06,A,高钾,蓝绿,无风化
07,92.90872617853562,0.0,1.073219658976931,0.0,1.9859578736208627,0.17051153460381147,3.2497492477432304,0.0,0.0,0.6118355065195588,0.0,True,07,07,B,高钾,蓝绿,风化
08,20.711641299876593,0.0,1.5220074043603455,0.0,1.3780337309749073,0.0,10.705470999588645,29.494035376388318,32.11641299876594,3.691896338955162,0.3805018510900864,True,08,08,C,铅钡,紫,风化
08严重风化点,5.540199495252975,0.0,3.833673837279173,0.0,1.3339742819372673,0.0,3.7735849056603774,38.99771662059849,36.798461723350556,9.085446460761926,0.6369426751592356,True,08,08,C,铅钡,紫,风化
09,95.23904981457353,0.5913601282950788,0.6214292873609303,0.0,1.3230429988974646,0.3207376967024156,1.5535732184023257,0.0,0.0,0.35080685576826703,0.0,True,09,09,B,高钾,蓝绿,风化
10,96.95421300470895,0.9217513275222924,0.21039975954313195,0.0,0.8115419296663661,0.2604949403867348,0.8415990381725278,0.0,0.0,0.0,0.0,True,10,10,B,高钾,蓝绿,风化
11,35.21333473110389,0.22014886256421007,3.679630988573226,0.7443128210504245,2.820002096655834,0.0,5.168256630674074,26.617045811929973,15.316070866967188,9.833315861201385,0.38788132927979874,True,11,11,C,铅钡,浅蓝,风化
12,94.6971979511901,1.0143617555488598,0.7231093702922565,0.0,1.46630511198152,0.2912523852566033,1.657125640253088,0.0,0.0,0.15064778547755345,0.0,True,12,12,B,高钾,蓝绿,风化
13,61.93324937027709,13.150713685978172,9.130982367758186,0.0,6.465155331654074,3.0226700251889174,4.964315701091521,0.0,0.0,1.3329135180520573,0.0,True,13,13,C,高钾,浅蓝,无风化
14,65.33152060238443,12.842501568709475,8.606985986195356,0.6902321690023008,9.65279230286551,0.5229031583350763,0.4915289688349717,1.6942062330056473,0.0,0.16732901066722441,0.0,True,14,14,C,高钾,深绿,无风化
15,81.13034356150011,9.756097560975608,0.0,1.337529504327301,4.130605822187253,1.363755573039601,1.6915814319433513,0.2491476527668502,0.0,0.34093889325990023,0.0,False,15,15,C,高钾,浅蓝,无风化
16,67.67729207766588,15.076316062714154,8.586854947565154,0.5399231647803968,6.4167791506593295,0.43609178693801265,1.1109957429135087,0.11421451562662237,0.0,0.0,0.041532551136953595,True,16,16,C,高钾,浅蓝,无风化
17,87.01447613587501,8.184033252114089,0.0,1.2182886627490324,0.0,1.4906120108929337,1.562276049878171,0.27232334814390136,0.0,0.25799054034685387,0.0,False,17,17,C,高钾,浅蓝,无风化
18,83.73906628728001,9.92728422383813,0.0,1.6123932975023716,3.2142480767204136,0.0,0.0,0.0,0.0,1.4332384866687746,0.07376962799030458,True,18,18,A,高钾,深蓝,无风化
19,30.012150668286758,0.0,2.966788173349535,0.5974078574321587,3.614823815309842,1.346699068448765,3.5540704738760636,43.357634669906844,5.4171729445119485,8.940866747671123,0.19238558120696642,True,19,19,A,铅钡,,风化
20,42.25766316027599,0.8030765750480715,0.0,0.0,6.164461033819705,1.7079515891867438,5.4066282094785665,10.519172039362063,26.63725822870716,6.503789164121707,0.0,True,20,20,A,铅钡,浅蓝,无风化
21,77.83191230207066,0.0,4.780755176613885,1.2383272431993504,6.282988225740967,2.405602923264312,3.329273244011368,1.0150223304912709,1.9995939910678033,1.116524563540398,0.0,True,21,21,A,高钾,蓝绿,无风化
22,92.35000000000002,0.7400000000000002,1.6600000000000004,0.6400000000000002,3.500000000000001,0.3500000000000001,0.5500000000000003,0.0,0.0,0.21000000000000002,0.0,True,22,22,B,高钾,蓝绿,风化
23未风化点,60.724768570783475,0.0,0.5644615037254459,0.8015353352901332,1.6030706705802664,0.0,3.3754797922781665,19.169112666516146,13.389026868367576,0.0,0.37254459245879434,True,23,23,A,铅钡,蓝绿,风化
24,32.30177993527508,0.0,0.4753236245954692,0.0,1.608009708737864,0.0,8.555825242718447,29.470064724919094,26.527103559870547,0.14158576051779936,0.9203074433656958,True,24,24,C,铅钡,紫,无风化
25未风化点,53.41424802110818,0.0,0.6649076517150396,0.0,2.005277044854881,1.6358839050131926,1.1820580474934037,33.66754617414248,7.018469656992085,0.20052770448548812,0.21108179419525064,True,25,25,C,铅钡,浅蓝,风化
26,20.222767218475372,0.0,1.471489883507051,0.0,0.7153075822603719,0.0,10.801144492131618,30.175761291641123,32.955242182709995,3.1984467606785203,0.4598405885959534,True,26,26,C,铅钡,紫,风化
26严重风化点,4.431736954967834,0.47653085537288536,3.585894686680962,0.0,1.4057660233500116,0.0,4.288777698355968,35.64450798189183,42.23254705742197,7.195615916130568,0.7386228258279722,True,26,26,C,铅钡,紫,风化
27,93.83665620888573,0.0,0.951320716526667,0.5465033903451066,2.540228721789292,0.20240866309078026,1.5585467057990081,0.0,0.0,0.36433559356340445,0.0,True,27,27,B,高钾,蓝绿,风化
28未风化点,69.14483038797479,0.26406662604103187,1.3609587649807025,1.0156408693885839,4.7735120861263445,0.41641275644931935,0.3351614868982327,17.40808450132033,4.103189112329879,1.0562665041641275,0.12187690432663006,True,28,28,A,铅钡,浅蓝,风化
29未风化点,63.96523848019402,0.3031527890056589,3.0113177041228782,1.5056588520614391,14.490703314470494,0.818512530315279,0.7477768795472919,12.439369442198869,2.051333872271625,0.4143088116410671,0.2526273241713824,True,29,29,A,铅钡,浅蓝,风化
30部位1,35.20246027678115,1.4454126089185035,4.602767811378781,1.0046130189646336,4.459251665812404,2.1732444900051258,0.0,40.20502306509483,10.548436699128654,0.0,0.3587903639159406,True,30,30,A,铅钡,深蓝,无风化
30部位2,37.58396092000814,0.0,4.3150824343578265,0.5190311418685121,3.928353348259719,2.788520252391614,0.0,38.4083044982699,10.533279055566863,1.4349684510482392,0.4884998982291879,True,30,30,A,铅钡,深蓝,无风化
31,66.9612922889363,0.0,1.6255206745910804,0.9041958752412883,3.1596058112364114,4.66321243523316,0.4470181855125471,16.813979477801485,3.4745504419384337,1.6458396830234687,0.3047851264858275,True,31,31,C,铅钡,紫,无风化
32,70.65680113521185,0.21285221974457735,0.46624771944050286,0.0,2.392053517129536,1.0135819987837018,0.1114940198662072,20.02838029596595,4.946280154064465,0.1723089397932293,0.0,True,32,32,C,铅钡,浅绿,无风化
33,75.54021608643458,0.15006002400960386,0.6402561024409764,1.0004001600640255,2.3509403761504606,0.0,0.47018807523009204,16.166466586634655,3.5514205682272912,0.13005202080832334,0.0,True,33,33,C,铅钡,深绿,无风化
34,36.689909762100086,0.25635767022149303,0.7998359310910583,0.0,1.6611977030352751,0.48195242001640687,1.5484003281378178,47.733798195242,10.254306808859722,0.34864643150123054,0.2255947497949139,True,34,34,C,铅钡,深绿,风化
35,68.50639226691612,0.0,0.3949693379066625,0.0,1.4967259120673526,0.17669680906350693,0.16630287911859476,22.91861552853134,5.903752208710113,0.4365450576863112,0.0,True,35,35,C,铅钡,浅绿,无风化
36,41.47364007965623,0.14673514306676455,0.38780002096216337,0.0,1.676973063620166,0.3353946127240332,0.7127135520385706,43.61178073577194,11.351011424379,0.07336757153338228,0.2305837962477728,True,36,36,C,铅钡,深绿,风化
37,62.41694352159468,0.23878737541528244,0.9240033222591364,0.0,2.8239202657807314,0.0,3.125,17.898671096345513,10.735049833887043,1.51578073089701,0.32184385382059805,True,37,37,C,铅钡,深绿,无风化
38,33.88208663442742,0.0,0.6996604588949482,0.0,2.644304969647083,0.29838460746990436,0.7511060808725178,50.73567239427926,10.07305278320815,0.49387797098466923,0.4218541002160716,True,38,38,C,铅钡,深绿,风化
39,26.579586877278256,0.0,1.123936816524909,0.0,0.5062778452814904,0.0,0.8910490076954233,61.79627379505873,7.3106520858647235,1.174564601053058,0.6176589712434184,True,39,39,C,铅钡,深绿,风化
40,16.952419600284063,0.0,1.8971289438977377,0.0,0.4565283554834128,0.1927564167596632,0.0,71.2285685299787,6.787054884853405,1.7956781982347574,0.6898650705082683,True,40,40,C,铅钡,,风化
41,19.699071603884327,0.4695336676982179,5.292924981325366,2.913242983673034,3.553516166897877,1.910148329954114,0.20275317468786683,47.08142140646676,10.415110447124107,7.960729911428876,0.50154732685946,True,41,41,C,铅钡,浅绿,风化
42未风化点1,55.55435136013872,0.16256638127235287,0.8561829413677252,1.1813157039124311,3.8257288392760374,0.0,2.8936815866478813,23.71301614826054,11.347133412810232,0.08670207001192154,0.37932155630215675,True,421,,,,,
42未风化点2,55.660377358490564,0.3795272175233138,0.0,1.2578616352201257,6.1374972890913035,0.0,2.9494686618954673,21.817393190197357,11.79787464758187,0.0,0.0,True,422,,,,,
43部位1,13.107308829742289,0.0,5.534431770173215,0.9400084495141527,2.376425855513308,0.8027038445289396,5.650612589776087,63.21292775665399,7.699619771863117,0.0,0.6759611322348965,True,43,43,C,铅钡,浅蓝,风化
43部位2,22.447501810282404,0.0,6.620461363401263,0.9827247336298748,3.5274645701872354,1.4378814523637116,1.5620151029274851,46.29150718940726,3.3722975069825174,13.271956139443466,0.4861901313747801,True,43,43,C,铅钡,浅蓝,风化
44未风化点,63.231313762231935,0.20820320632937744,2.2277743077243386,0.0,13.210493441598997,0.8015823443681032,0.44763689360816145,14.168228190714133,5.43410368519675,0.0,0.27066416822819067,True,44,44,A,铅钡,浅蓝,风化
45,64.04682274247492,0.1149665551839465,0.8779264214046824,0.7734113712374583,5.225752508361205,0.0,0.5539297658862877,16.711956521739133,11.45484949832776,0.0,0.2403846153846154,True,45,45,A,铅钡,浅蓝,无风化
46,55.9768833012268,0.2534725742674643,0.0,1.6931967961066612,4.856534522964615,0.0,0.7806955287437899,25.60073000101389,10.19973638852276,0.2027780594139714,0.4359728277400385,True,46,46,A,铅钡,浅蓝,无风化
47,55.65874730021599,0.3131749460043197,0.9395248380129592,0.6587473002159828,3.3045356371490286,0.0,0.7019438444924407,27.429805615550762,9.96760259179266,0.10799136069114473,0.9179265658747302,True,47,47,A,铅钡,浅蓝,无风化
48,54.945394601277556,0.329692973418504,2.9054193282505665,1.5866474345765504,14.063465897383063,1.0611992581908098,0.0,16.185864413764683,7.531423861528951,1.1333195961261078,0.25757263548320625,True,48,48,A,铅钡,,风化
49,30.14659685863875,0.0,4.795811518324608,1.5392670157068065,5.633507853403142,2.8691099476439796,0.7329842931937174,35.790575916230374,6.387434554973822,11.623036649214662,0.48167539267015713,True,49,49,A,铅钡,黑,风化
49未风化点,55.58835504885994,0.30537459283387625,2.1172638436482085,1.221498371335505,6.616449511400652,1.2927524429967427,0.45806188925081437,23.432410423452772,4.265065146579805,4.397394136807818,0.30537459283387625,True,49,49,A,铅钡,黑,风化
50,19.940113119662858,0.0,3.5377620051014746,0.5212376621936342,2.0738604857491403,0.36597537983808365,1.2531884218698013,48.79671731174448,15.748031496062993,7.031163358101364,0.7319507596761673,True,50,50,A,铅钡,黑,风化
50未风化点,46.44109758613575,0.0,3.2184856612337525,0.5570455952135341,4.291314214978337,0.0,0.72209614194347,31.576232721270888,6.416340004126263,6.5401279141737145,0.23726016092428304,True,50,50,A,铅钡,黑,风化
51部位1,25.94349567784103,0.0,3.7739827113641162,1.2544802867383515,5.534471853257433,1.2544802867383515,1.4442336074214637,42.42040902382459,9.424414927261228,8.53889943074004,0.41113219481340935,True,51,51,C,铅钡,浅蓝,风化
51部位2,23.282442748091604,0.0,5.59432933478735,1.5812431842966193,2.7371864776444923,0.45801526717557245,0.8178844056706652,55.986913849509264,0.0,9.541984732824426,0.0,True,51,51,C,铅钡,浅蓝,风化
52,27.71914710316606,0.0,2.4445401679948313,0.592289468016369,1.2491923325436143,0.247684686625027,0.7538229592935602,51.06612104242947,9.30432909756623,6.149041567951756,0.47383157441309504,True,52,52,C,铅钡,浅蓝,风化
53未风化点,66.8627245037286,0.11553408255435353,0.819241676294507,1.1973532191996639,6.364877638903477,0.0,0.5671673143577356,14.347232433567903,9.442285474214893,0.0,0.2835836571788678,True,53,53,A,铅钡,浅蓝,风化
54,22.35376743252734,0.32105949633791514,3.2005618541185914,1.2842379853516606,4.1637403431323365,0.0,0.8327480686264673,55.64362395906491,7.063308919434133,4.254038326477375,0.8829136149292667,True,54,54,C,铅钡,浅蓝,风化
54严重风化点,17.653735039207593,0.0,0.0,1.1452744531572432,3.765992571192736,0.0,1.382583574081717,60.31778786628147,0.0,14.579034255055717,1.1555922410235246,True,54,54,C,铅钡,浅蓝,风化
55,52.3219814241486,0.0,1.2063627628910003,0.0,1.5479876160990713,0.0,0.9181167929966905,35.14465677378029,8.487242446888011,0.37365218319632754,0.0,True,55,55,C,铅钡,绿,无风化
56,31.602341717259318,0.0,1.3117953165654812,0.0,2.005637467476149,0.0,0.8564614050303555,44.72029488291413,16.74978317432784,2.753686036426713,0.0,True,56,56,C,铅钡,蓝绿,风化
57,27.489996755704553,0.0,1.4166756785984644,0.0,2.3575213582783605,0.0,1.2544609062398615,48.77257488915324,18.708770412025522,0.0,0.0,True,57,57,C,铅钡,蓝绿,风化
58,30.771567436208997,0.34426893479141357,3.533819360064804,0.7999189955447551,3.564196030781693,0.8707978938841636,3.169299311462131,39.84406642365331,7.756176589712435,9.1028756581612,0.24301336573511545,True,58,58,C,铅钡,,风化
